機構名稱,縣市,縣市代碼,行政區,行政區代碼,地址全址,經度,緯度,特約服務項目,機構電話,電子郵件,機構負責人姓名,最後異動時間
新北市私立百禾居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區四川路一段149號3樓,121.4550323,25.00337791,居家服務,8226-3959,baihe8226@gmail.com,施忠瑜,20220208 15:31:16
新北市私立百禾居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區四川路一段149號3樓,121.4550323,25.00337791,喘息服務,8226-3959,baihe8226@gmail.com,施忠瑜,20220208 15:32:17
(新北)好爸爸無障礙爬梯機接送有限公司,臺北市,63000,南港區,63000090,臺北市南港區向陽路122號,121.5953217,25.0547142,交通接送服務,02-26516333,good88taxi@gmail.com,李銘權,20220208 15:36:09
新北市私立宜家居家長照機構,新北市,65000,三重區,65000020,新北市三重區福德里集美街75巷27號1樓,121.4980392,25.06240845,居家服務,918957363,jl225185007@gmail.com,李姉穎,20220208 15:38:08
新北市私立宜家居家長照機構,新北市,65000,三重區,65000020,新北市三重區福德里集美街75巷27號1樓,121.4980392,25.06240845,喘息服務,918957363,jl225185007@gmail.com,李姉穎,20220208 15:39:03
新北市私立宜家居家長照機構,新北市,65000,三重區,65000020,新北市三重區福德里集美街75巷27號1樓,121.4980392,25.06240845,專業照護服務,918957363,jl225185007@gmail.com,李姉穎,20220208 15:40:12
新北市私立友達居家長照機構,新北市,65000,三重區,65000020,新北市三重區中央里正義北路123號2樓之3,121.4980392,25.06240845,居家服務,29810556,Auoservice88@gmail.com,王貴玉,20220208 15:41:31
新北市私立友達居家長照機構,新北市,65000,三重區,65000020,新北市三重區中央里正義北路123號2樓之3,121.4980392,25.06240845,喘息服務,29810556,Auoservice88@gmail.com,王貴玉,20220208 15:42:57
臺北榮民總醫院附設遊詣居社區式長期照顧服務機構,臺北市,63000,北投區,63000120,臺北市北投區永欣里石牌路二段322號1樓,121.5203857,25.1192112,日間照顧服務,02-28712121,d2_uage@vghtpe.gov.tw,陳威明,20220209 10:05:48
渥康國際股份有限公司附設臺北市私立康禾社區長照機構,臺北市,63000,松山區,63000010,臺北市松山區南京東路三段285號3樓,121.5458374,25.05200768,日間照顧服務,77056178,khdaycare.service@gmail.com,林恩,20220209 10:30:21
財團法人台灣省私立健順養護中心,新北市,65000,深坑區,65000180,新北市深坑區昇高里王軍寮9號,121.6163025,24.9824543,個案管理服務,26622499,d6622499@ms26.hinet.net,黃禎祥,20231229 17:08:58
財團法人私立廣恩老人養護中心,新北市,65000,新店區,65000060,新北市新店區員潭里員潭里北宜路2段579巷45號,121.8091354,25.10753632,個案管理服務,02-22173517,guannenn@yahoo.com.tw,林偉峰,20231229 16:28:40
紙飛機服務科技股份有限公司附設臺北市私立紙飛機居家長照機構,臺北市,63000,萬華區,63000070,臺北市萬華區青山里西園路一段200號8樓之3,121.4992065,25.035923,喘息服務,909139394,teitei3432@gmail.com,李學真,20240305 15:29:53
有限責任臺南市第一照顧服務勞動合作社附設新北市私立第一居家長照機構,新北市,65000,樹林區,65000070,新北市樹林區樹南里中山路一段306巷1號1樓,121.4198227,24.98655319,居家服務,976878678,T26822726@gmail.com,林建賓,20220210 14:51:49
有限責任臺南市第一照顧服務勞動合作社附設新北市私立第一居家長照機構,新北市,65000,樹林區,65000070,新北市樹林區樹南里中山路一段306巷1號1樓,121.4198227,24.98655319,喘息服務,976878678,T26822726@gmail.com,林建賓,20220210 14:53:03
鐵牛居家職能治療所,新北市,65000,三峽區,65000090,新北市三峽區中山路127號11樓之5,121.3653564,24.93592453,專業照護服務,912465002,occupational728@gmail.com,姚柔羽,20220210 15:00:37
新北市私立嘉豐居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區崑崙里沙崙街29-7號1樓,121.4309158,24.99427032,居家服務,8687-2227,jiafengservices@gmail.com,湯家豪,20220210 15:02:22
新北市私立嘉豐居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區崑崙里沙崙街29-7號1樓,121.4309158,24.99427032,喘息服務,8687-2227,jiafengservices@gmail.com,湯家豪,20220210 15:03:17
新北市政府社會局委託財團法人中華民國唐氏症基金會辦理三重重新社區長照機構(三重重新障礙者日間照顧中心),新北市,65000,三重區,65000020,新北市三重區重新路1段87號4樓,121.5012283,25.06359291,日間照顧服務,29741010,chongxin.daycare@gmail.com,林正俠,20220210 15:04:35
新北市私立新明厚老人長期照顧中心(養護型),新北市,65000,淡水區,65000100,新北市淡水區竿蓁里中正東路一段27號、27號2樓之1,121.452034,25.16335869,喘息服務,226297281,n.minghou0407@gmail.com,孟昭平,20220210 15:06:08
旺得福居家物理治療所,臺北市,63000,中山區,63000040,臺北市中山區民權西路20號10樓之11,121.5532761,25.02911949,專業照護服務,02-28113890,spring85331@hotmail.com,沈春儀,20220210 15:10:00
仁新小兒科診所,新北市,65000,三重區,65000020,新北市三重區仁愛街735號,121.4817429,25.08054924,居家失能個案家庭醫師照護服務,02-28574762,lw2197871@gmail.com,楊麗芳,20220210 15:11:32
新北市私立大德老人長期照顧中心(養護型),新北市,65000,三重區,65000020,新北市三重區福隆里三和路四段103之1號,121.4868164,25.07678795,喘息服務,02-22870555,dd72700679@gmail.com,許浩崇,20220210 15:13:24
匯安護理之家,新北市,65000,新店區,65000060,新北市新店區寶興路37號2樓、3樓、3樓之1,121.549202,24.9742775,喘息服務,02-29129020,well.love520@gmail.com,邱瑞枝,20220210 15:15:29
安歆居家護理所,臺北市,63000,中山區,63000040,臺北市中山區松江路50號3樓,121.5326614,25.04817963,專業照護服務,02-25372586,crcanhsin@gmail.com,余建華,20220210 15:17:48
社團法人中華民國士林靈糧堂社會福利協會附設臺北市私立西湖社區長照機構,臺北市,63000,內湖區,63000100,臺北市內湖區西湖里內湖路一段285號6樓,121.5664978,25.08241653,日間照顧服務,02-26561700,xihudaycare@slsc.org.tw,劉群茂,20220210 15:23:12
幸福物理治療所,臺北市,63000,萬華區,63000070,臺北市萬華區雙園里西園路二段13巷12號,121.49823,25.03173256,專業照護服務,(02)23020306,kilaerhazard@gmail.com,李駿鴻,20220210 15:27:13
新光醫療財團法人附設新光居家護理所,臺北市,63000,士林區,63000110,臺北市士林區福佳里文昌路95號,121.5209808,25.09628105,專業照護服務,02-28332211#2600,R000264@ms.skh.org.tw,張芬娥,20220210 15:28:26
好康居家呼吸照護所,臺北市,63000,中正區,63000050,臺北市中正區砂子杭州南路一段23號,121.5264969,25.04236412,專業照護服務,02-23910529,hokahnrt@gmail.com,楊玲玲,20220210 15:31:16
新北市私立金順居家長照機構,新北市,65000,三重區,65000020,新北市三重區仁德里安慶街120號,121.4980392,25.06240845,居家服務,89883298,jinshun2020@gmail.com,康浩偉,20220210 15:33:37
新北市私立金順居家長照機構,新北市,65000,三重區,65000020,新北市三重區仁德里安慶街120號,121.4980392,25.06240845,喘息服務,89883298,jinshun2020@gmail.com,康浩偉,20220210 15:34:19
新北市私立金順居家長照機構,新北市,65000,三重區,65000020,新北市三重區仁德里安慶街120號,121.4980392,25.06240845,專業照護服務,89883298,jinshun2020@gmail.com,康浩偉,20220210 15:34:46
愛志股份有限公司附設臺北市私立愛志居家長照機構,臺北市,63000,南港區,63000090,臺北市南港區東新里重陽路120號3樓309室,121.5994797,25.05654907,到宅沐浴車服務,02-27882211,service@earth-want.com.tw,森山典明,20220210 15:36:28
霖口居家語言治療所,新北市,65000,林口區,65000170,新北市林口區仁愛路2段62巷26號3樓,121.3530884,25.11933136,專業照護服務,02-86013646,lkst26@gmail.com,張曉卿,20220210 15:42:35
新北市私立秝豐居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區溪崑二街73巷11號1樓,121.4285431,24.98984337,居家服務,26822616,lifengservice@gmail.com,湯睿峰,20220210 16:35:23
新北市私立秝豐居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區溪崑二街73巷11號1樓,121.4285431,24.98984337,喘息服務,26822616,lifengservice@gmail.com,湯睿峰,20220210 16:36:12
純居家物理治療所,臺北市,63000,萬華區,63000070,臺北市萬華區東園街73巷60號3樓,121.4981308,25.02652931,專業照護服務,0921-607-540,charliology@gmail.com,鍾詩偉,20220210 16:40:48
崇仁長照股份有限公司私立元泰社區長照機構,臺北市,63000,士林區,63000110,臺北市士林區中山北路5段685號2樓,121.5273132,25.09709549,日間照顧服務,28322779,crczyt@gmail.com,楊學慧,20221229 23:02:04
光明診所,臺北市,63000,北投區,63000120,臺北市北投區石牌路二段99巷55號1樓,121.5168076,25.11832809,居家失能個案家庭醫師照護服務,02-28210197,kuang_c@hotmail.com,張光明,20240305 15:44:13
利鎮物業管理顧問有限公司附設新北市私立利鎮居家長照機構,新北市,65000,汐止區,65000110,新北市汐止區福安里仁愛路193號1樓,121.6644821,25.06566048,居家服務,02-26412987,shinyicare@gmail.com,張萬利,20220217 11:28:37
利鎮物業管理顧問有限公司附設新北市私立利鎮居家長照機構,新北市,65000,汐止區,65000110,新北市汐止區福安里仁愛路193號1樓,121.6644821,25.06566048,喘息服務,02-26412987,shinyicare@gmail.com,張萬利,20220217 11:29:56
衛生福利部臺北醫院,新北市,65000,新莊區,65000050,新北市新莊區思源路127號,121.4596252,25.0432415,個案管理服務,02-22765566#1122,wanying0928@gmail.com,鄭舜平,20220217 14:28:25
衛生福利部臺北醫院,新北市,65000,新莊區,65000050,新北市新莊區思源路127號,121.4596252,25.0432415,居家失能個案家庭醫師照護服務,02-22765566#1122,wanying0928@gmail.com,鄭舜平,20220217 14:28:42
衛生福利部臺北醫院,新北市,65000,新莊區,65000050,新北市新莊區思源路127號,121.4596252,25.0432415,專業照護服務,02-22765566#1122,wanying0928@gmail.com,鄭舜平,20220217 14:29:00
新北市私立安濟老人長期照顧中心(養護型),新北市,65000,汐止區,65000110,新北市汐止區福德一路351巷11弄18號2樓,121.6304245,25.06150246,喘息服務,02-26951800,Anji0226951800@gmail.com,吳靜宜,20220221 08:58:03
新北市私立康悅居家長照機構,新北市,65000,五股區,65000150,新北市五股區新城八路336號1樓,121.4299927,25.0903492,居家服務,22916572,a0939941529@gmail.com,王開智,20220221 11:44:09
新北市私立康悅居家長照機構,新北市,65000,五股區,65000150,新北市五股區新城八路336號1樓,121.4299927,25.0903492,喘息服務,22916572,a0939941529@gmail.com,王開智,20220221 11:45:26
新印象居家職能治療所,新北市,65000,新店區,65000060,新北市新店區安德街85號2樓(B室),121.5095749,24.9609375,專業照護服務,910984434,newhomeot@gmail.com,李昊,20220221 14:25:35
財團法人豐榮護理之家,新北市,65000,新店區,65000060,新北市新店區安德街60巷26、28、30號及26號2樓、3樓、3樓之1,121.5114059,24.9634552,喘息服務,02-22122345,yea_pyng@hotmail.com,馮昭蓉,20220221 14:37:20
安德利互聯網股份有限公司附設臺北市私立安德利居家長照機構,臺北市,63000,中山區,63000040,臺北市中山區復華里長春路410號10樓之1,121.5437469,25.05447388,居家服務,02-2511-9069,Anderly0101@gmail.com,李盛豊,20220221 14:40:25
安德利互聯網股份有限公司附設臺北市私立安德利居家長照機構,臺北市,63000,中山區,63000040,臺北市中山區復華里長春路410號10樓之1,121.5437469,25.05447388,喘息服務,02-2511-9069,Anderly0101@gmail.com,李盛豊,20220221 14:41:04
樂福健康事業有限公司附設臺北市私立樂福居家長照機構,臺北市,63000,大同區,63000060,臺北市大同區永樂里西寧北路81號5樓之2,121.5088577,25.05611038,居家服務,225598079,lovefu0514@gmail.com,吳海銘,20220221 14:44:25
樂福健康事業有限公司附設臺北市私立樂福居家長照機構,臺北市,63000,大同區,63000060,臺北市大同區永樂里西寧北路81號5樓之2,121.5088577,25.05611038,喘息服務,225598079,lovefu0514@gmail.com,吳海銘,20220221 14:45:02
鴻欣護理之家,新北市,65000,三峽區,65000090,新北市三峽區三樹路168巷48號,121.3798828,24.94031525,喘息服務,02-26740396,hxnhome@gmail.com,林詠晴,20221019 08:09:42
醫療財團法人徐元智先生醫藥基金會附設新北市私立亞東居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區南雅南路二段144巷6號2樓,121.4512253,24.99610329,居家服務,89667000#1946,homecare@femh.org.tw,徐旭東,20220221 14:57:31
醫療財團法人徐元智先生醫藥基金會附設新北市私立亞東居家長照機構,新北市,65000,板橋區,65000010,新北市板橋區南雅南路二段144巷6號2樓,121.4512253,24.99610329,喘息服務,89667000#1946,homecare@femh.org.tw,徐旭東,20220221 14:59:07
新北市私立松樹老人長期照顧中心(養護型),新北市,65000,板橋區,65000010,新北市板橋區大觀路3段236號7樓之1,121.4305573,24.99205208,喘息服務,02-26823334,cholong_li@yahoo.com.tw,李怡禎,20220221 15:08:26
臺北市私立中山老人長期照顧中心(養護型),臺北市,63000,萬華區,63000070,臺北市萬華區菜園里峨眉街124號1樓,121.501976,25.04462242,喘息服務,02-23759590,fen.lan8888@gmail.com,趙芬蘭,20220221 15:10:02
新北市私立松和老人長期照顧中心(養護型),新北市,65000,板橋區,65000010,新北市板橋區大觀路3段236號7樓,121.4305573,24.99205208,喘息服務,02-26823334,cholong_li@yahoo.com.tw,李湛博,20220221 15:12:03
新北市私立松林老人長期照顧中心(養護型),新北市,65000,板橋區,65000010,新北市板橋區大觀路3段236號7樓之2,121.4305573,24.99205208,喘息服務,02-26823334,ed95661029@yahoo.com.tw,李怡禎,20220221 15:13:49
松和護理之家,新北市,65000,板橋區,65000010,新北市板橋區大觀路三段236號7樓之3,121.4305573,24.99205208,喘息服務,02-26823334,cholong_li@yahoo.com.tw,莊麗珊,20220221 15:15:34
新北市私立上好居家長照機構,新北市,65000,土城區,65000130,新北市土城區中央路二段191號8樓之6,121.4421234,24.97551727,居家服務,0900-196602,asiafocus.rita@gmail.com,陳淑娟,20231219 09:29:35
新北市私立上好居家長照機構,新北市,65000,土城區,65000130,新北市土城區中央路二段191號8樓之6,121.4421234,24.97551727,喘息服務,0900-196602,asiafocus.rita@gmail.com,陳淑娟,20231219 09:29:42
純馨居家物理治療所,新北市,65000,三峽區,65000090,新北市三峽區學勤路182-6號6樓,121.3767548,24.94621468,專業照護服務,02-86725927,lovebaby2245@gmail.com,鄭家晴,20220221 15:29:57
恩揚有限公司附設臺北市私立恩揚居家長照機構,臺北市,63000,文山區,63000080,臺北市文山區萬祥里羅斯福路5段225之1號1樓,121.5392532,25.00196457,居家服務,29301999,eym@enyang.com.tw,林子哲,20220221 15:34:02
恩揚有限公司附設臺北市私立恩揚居家長照機構,臺北市,63000,文山區,63000080,臺北市文山區萬祥里羅斯福路5段225之1號1樓,121.5392532,25.00196457,喘息服務,29301999,eym@enyang.com.tw,林子哲,20220221 15:34:53
新北市私立清水居家長照機構,新北市,65000,淡水區,65000100,新北市淡水區北新路184巷124-1號1樓,121.4401398,25.17126846,居家服務,975590032,clearwater@fhmi.com.tw,李珮菁,20220221 15:37:57
新北市私立清水居家長照機構,新北市,65000,淡水區,65000100,新北市淡水區北新路184巷124-1號1樓,121.4401398,25.17126846,喘息服務,975590032,clearwater@fhmi.com.tw,李珮菁,20220221 15:38:39
新北市政府社會局委託財團法人伊甸社會福利基金會辦理新莊頭前庄社區長照機構(新莊頭前庄障礙者日間照顧中心),新北市,65000,新莊區,65000050,新北市新莊區幸福東路7號4樓,121.4669952,25.04914856,日間照顧服務,29988020,eden9110@eden.org.tw,羅紀琼,20220221 16:33:12
新北市政府社會局委託財團法人伊甸社會福利基金會辦理新莊頭前庄社區長照機構(新莊頭前庄障礙者日間照顧中心),新北市,65000,新莊區,65000050,新北市新莊區幸福東路7號4樓,121.4669952,25.04914856,喘息服務,29988020,eden9110@eden.org.tw,羅紀琼,20220221 16:33:46
新北市私立崇惠老人長期照顧中心(養護型),新北市,65000,淡水區,65000100,新北市淡水區竿蓁里淡金路16巷117號,121.460556,25.16218948,喘息服務,02-86268833,chong.huei@yahoo.com.tw,鍾秋月,20220221 16:35:35
知益交通有限公司,新北市,65000,汐止區,65000110,新北市汐止區忠孝東路523號,121.6669083,25.07595444,交通接送服務,937088409,zhiyitaxi1@gmail.com,陳凱玲,20220221 16:37:09
好物理治療所,臺北市,63000,文山區,63000080,臺北市文山區萬隆里萬隆街64號,121.5370026,25.00092125,專業照護服務,,imio1688@gmail.com,林佑青,20220221 16:39:27
新北市土城區祖田里辦公處(社照C),新北市,65000,土城區,65000130,新北市土城區土城里中央路四段283之1號,121.4127579,24.95394707,喘息服務,02-22681372,armei0456@yahoo.com.tw,呂惠美,20220221 16:47:35
(新北)吉盛交通股份有限公司,臺北市,63000,北投區,63000120,臺北市北投區育仁路155之1號2樓,121.5006485,25.13677025,交通接送服務,02-28280333,sammi@sharecar.tw,吳大鴻,20221219 10:22:16
元愷有限公司附設臺北市私立安愷居家長照機構,臺北市,63000,中山區,63000040,臺北市中山區正得里長安東路1段21號3樓,121.5266724,25.06481361,居家服務,2522-1993,taco062169@gmail.com,蔡秉峰,20220221 16:52:42
元愷有限公司附設臺北市私立安愷居家長照機構,臺北市,63000,中山區,63000040,臺北市中山區正得里長安東路1段21號3樓,121.5266724,25.06481361,喘息服務,2522-1993,taco062169@gmail.com,蔡秉峰,20220221 16:53:29
新北市新店區衛生所,新北市,65000,新店區,65000060,新北市新店區北新路一段86號12樓,121.5430145,24.96727562,居家失能個案家庭醫師照護服務,02-29113984,ntpc247@ntpc.gov.tw,廖婉秀,20220221 16:54:38
上心居家長照服務有限公司附設新北市私立上心居家長照機構,新北市,65000,三重區,65000020,新北市三重區長元街100號2樓,121.5443954,24.97969437,居家服務,968530500,shangshin10909@gmail.com,詹弘毅,20220221 17:03:03
上心居家長照服務有限公司附設新北市私立上心居家長照機構,新北市,65000,三重區,65000020,新北市三重區長元街100號2樓,121.5443954,24.97969437,喘息服務,968530500,shangshin10909@gmail.com,詹弘毅,20220221 17:03:51
新北市私立好家園老人長期照顧中心(養護型),新北市,65000,汐止區,65000110,新北市汐止區興福里福德路38號2樓,121.6356354,25.06725502,喘息服務,02-26926777,goodhomeland123@gmail.com,李質穎,20220222 09:23:41
新北市私立幸福家園老人長期照顧中心(養護型),新北市,65000,汐止區,65000110,新北市汐止區興福里福德路38號12樓,121.6363831,25.06732941,喘息服務,02-26924325,goodhomeland789@gmail.com,李倩穎,20220222 09:24:49
新福星診所,新北市,65000,中和區,65000030,新北市中和區中正路778之1號1樓,121.4857101,25.00056076,居家失能個案家庭醫師照護服務,222220882,huichu.jiang@hsiaohospital.org,江惠珠,20220222 09:34:27
社團法人台灣立享長照服務教育發展協會附設新北市私立立享居家長照機構,新北市,65000,中和區,65000030,新北市中和區橋安街9號7樓,121.497345,25.0067482,居家服務,2248-0061,lishnool@gmail.com,朱柏霖,20220804 08:06:04
社團法人台灣立享長照服務教育發展協會附設新北市私立立享居家長照機構,新北市,65000,中和區,65000030,新北市中和區橋安街9號7樓,121.497345,25.0067482,喘息服務,2248-0061,lishnool@gmail.com,朱柏霖,20220804 08:06:11
私立大愛護理之家,新北市,65000,三重區,65000020,新北市三重區三和路4段103之1號1樓-3樓,121.4869995,25.07681465,喘息服務,02-22870889,da.ai26575590@gmail.com,江麗梅,20220222 09:42:01
弘一診所,新北市,65000,蘆洲區,65000140,新北市蘆洲區重陽街82號1樓,121.4820251,25.0844326,居家失能個案家庭醫師照護服務,02-82860000,q82860000@gmail.com,甘禮維,20220222 09:42:51
禾悅物理治療所,臺北市,63000,松山區,63000010,臺北市松山區光復北路8號2樓,121.557663,25.04861259,專業照護服務,2578-3923,heyuept@gmail.com,陳欽得,20220222 09:44:42
財團法人台灣省私立健順養護中心附設新北市私立板橋頤安社區長照機構,新北市,65000,板橋區,65000010,新北市板橋區五權里廣權路130號2樓,121.4655533,24.99307442,小規模多機能服務,02-89533885,ch.daycare@msa.hinet.net,黃禎祥,20220222 09:49:38
新北市私立全曜居家式服務類長期照顧服務機構,新北市,65000,三重區,65000020,新北市三重區長江里長元街100之2號1、2樓,121.5028076,25.06678772,個案管理服務,02-29722060,chuanyao10704@gmail.com,黃明聖,20220830 15:44:50
新北市私立全曜居家式服務類長期照顧服務機構,新北市,65000,三重區,65000020,新北市三重區長江里長元街100之2號1、2樓,121.5028076,25.06678772,居家服務,02-29722060,chuanyao10704@gmail.com,黃明聖,20220830 15:44:50
新北市私立全曜居家式服務類長期照顧服務機構,新北市,65000,三重區,65000020,新北市三重區長江里長元街100之2號1、2樓,121.5028076,25.06678772,喘息服務,02-29722060,chuanyao10704@gmail.com,黃明聖,20220830 15:44:50
財團法人台北市立心慈善基金會附設新北市私立居家式服務類長期照顧服務機構,新北市,65000,淡水區,65000100,新北市淡水區中正路55號6樓,121.4830627,25.06096649,個案管理服務,02-29711997,lishin.north@msa.hinet.net,洪金桐,20220222 09:57:04
財團法人台北市立心慈善基金會附設新北市私立居家式服務類長期照顧服務機構,新北市,65000,淡水區,65000100,新北市淡水區中正路55號6樓,121.4830627,25.06096649,居家服務,02-29711997,lishin.north@msa.hinet.net,洪金桐,20220222 09:58:04
財團法人台北市立心慈善基金會附設新北市私立居家式服務類長期照顧服務機構,新北市,65000,淡水區,65000100,新北市淡水區中正路55號6樓,121.4830627,25.06096649,喘息服務,02-29711997,lishin.north@msa.hinet.net,洪金桐,20220222 09:59:10
中華民國長期照護推廣協會附設新北市私立三重不老社區長照機構,新北市,65000,三重區,65000020,新北市三重區光陽里三陽路102號2樓,121.483429,25.05871964,日間照顧服務,972306099,longtermcare.org@gmail.com,陳昱翔,20220222 10:06:18
中華民國長期照護推廣協會附設新北市私立三重不老社區長照機構,新北市,65000,三重區,65000020,新北市三重區光陽里三陽路102號2樓,121.483429,25.05871964,喘息服務,972306099,longtermcare.org@gmail.com,陳昱翔,20220222 10:06:50
財團法人台灣省私立健順養護中心附設新北市私立板橋頤安社區長照機構,新北市,65000,板橋區,65000010,新北市板橋區五權里廣權路130號2樓,121.4655533,24.99307442,日間照顧服務,02-89533885,ch.daycare@msa.hinet.net,黃禎祥,20220222 10:07:30
財團法人台灣省私立健順養護中心附設新北市私立板橋頤安社區長照機構,新北市,65000,板橋區,65000010,新北市板橋區五權里廣權路130號2樓,121.4655533,24.99307442,喘息服務,02-89533885,ch.daycare@msa.hinet.net,黃禎祥,20220222 10:08:09
新北市私立永瑞老人長期照顧中心(養護型),新北市,65000,新莊區,65000050,新北市新莊區化成里化成路354號,121.4659195,25.04924774,喘息服務,02-29942910,ruchang.li@msa.hinet.net,李瑞昌,20220222 10:12:55
新北市私立慶安居家長照機構,新北市,65000,林口區,65000170,新北市林口區文化二路一段266號地下1層之13-06室,121.3723526,25.07372665,居家服務,02-26081220,chingann2021@gmail.com,施仰賢,20220222 10:15:11
新北市私立慶安居家長照機構,新北市,65000,林口區,65000170,新北市林口區文化二路一段266號地下1層之13-06室,121.3723526,25.07372665,喘息服務,02-26081220,chingann2021@gmail.com,施仰賢,20220222 10:15:42
新北市私立家安居家長照機構,新北市,65000,蘆洲區,65000140,新北市蘆洲區正義里光榮路101巷52-1號1樓,121.463356,25.09094048,居家服務,28489106,giaan601204@gmail.com,陳月美,20230512 09:45:50
新北市私立家安居家長照機構,新北市,65000,蘆洲區,65000140,新北市蘆洲區正義里光榮路101巷52-1號1樓,121.463356,25.09094048,喘息服務,28489106,giaan601204@gmail.com,陳月美,20230512 09:46:13
新北市私立蕙心居家式服務類長期照顧服務機構,新北市,65000,蘆洲區,65000140,新北市蘆洲區民權路174巷14號3樓,121.4724655,25.09048843,居家服務,02-22885701,chang201141105@yahoo.com.tw,汪洋,20231214 16:32:13
新北市私立蕙心居家式服務類長期照顧服務機構,新北市,65000,蘆洲區,65000140,新北市蘆洲區民權路174巷14號3樓,121.4724655,25.09048843,喘息服務,02-22885701,chang201141105@yahoo.com.tw,汪洋,20231214 16:32:20
神同行小客車租賃有限公司,臺北市,63000,松山區,63000010,臺北市松山區八德路二段386號12樓之7,121.5877457,25.05285835,交通接送服務,02-2652-1567,ss46005176@gmail.com,葉書含,20220222 10:28:06
美事居家長照有限公司附設新北市私立美事居家長照機構,新北市,65000,蘆洲區,65000140,新北市蘆洲區永康里永安南路二段328巷17弄8號1樓,121.4562531,25.08401871,居家服務,8286-0162,meishih11003@gmail.com,陳庭宇,20220222 10:30:56
美事居家長照有限公司附設新北市私立美事居家長照機構,新北市,65000,蘆洲區,65000140,新北市蘆洲區永康里永安南路二段328巷17弄8號1樓,121.4562531,25.08401871,喘息服務,8286-0162,meishih11003@gmail.com,陳庭宇,20220222 10:31:32
佳醫護理之家,新北市,65000,汐止區,65000110,新北市汐止區茄苳路296號1-6樓,121.673027,25.06704903,個案管理服務,02-86486672,ying.jinn@gmail.com,謝政賢,20220222 10:40:30
佳醫護理之家,新北市,65000,汐止區,65000110,新北市汐止區茄苳路296號1-6樓,121.673027,25.06704903,日間照顧服務,02-86486672,ying.jinn@gmail.com,謝政賢,20220222 10:40:54
佳醫護理之家,新北市,65000,汐止區,65000110,新北市汐止區茄苳路296號1-6樓,121.673027,25.06704903,喘息服務,02-86486672,ying.jinn@gmail.com,謝政賢,20220222 10:41:18
新北市私立宜安老人長期照顧中心(養護型),新北市,65000,中和區,65000030,新北市中和區泰安里景安路48號7樓,121.5067749,24.99802017,喘息服務,02-2240935,chingan2005@gmail.com,黃明發,20220222 13:50:14
新北市私立一德老人長期照顧中心(養護型),新北市,65000,中和區,65000030,新北市中和區中原里中山路二段560號7樓,121.4831772,25.00521851,喘息服務,02-22286655,eder22286655@gmail.com,鍾昭明,20220222 14:05:58
新北市私立逢源老人長期照顧中心(養護型),新北市,65000,中和區,65000030,新北市中和區中山路2段327巷9號3樓,121.4935989,25.00098228,喘息服務,2245-0139,feng_yuan168@yahoo.com,周素梅,20220222 14:08:17
北醫大管理顧問股份有限公司附設新北市私立萂禾居家長照機構,新北市,65000,中和區,65000030,新北市中和區景新街347號9樓之9,121.5120544,24.99098015,居家服務,0983-529-442,chyouchiou32@gmail.com,張詩鑫,20220222 14:26:10
北醫大管理顧問股份有限公司附設新北市私立萂禾居家長照機構,新北市,65000,中和區,65000030,新北市中和區景新街347號9樓之9,121.5120544,24.99098015,喘息服務,0983-529-442,chyouchiou32@gmail.com,張詩鑫,20220222 14:26:36
泰康診所,新北市,65000,土城區,65000130,新北市土城區中央路二段238號,121.441864,24.97496414,居家失能個案家庭醫師照護服務,02-22636123,Dannytanjxhome@gmail.com,陳悅明,20220222 14:28:13
台灣全齡長照股份有限公司附設新北市私立禾薪居家長照機構,新北市,65000,新莊區,65000050,新北市新莊區文明里新莊路16之2號1樓,121.4588776,25.0375824,居家服務,955992465,ce2007314@gmail.com,李惠美,20220222 14:29:55
台灣全齡長照股份有限公司附設新北市私立禾薪居家長照機構,新北市,65000,新莊區,65000050,新北市新莊區文明里新莊路16之2號1樓,121.4588776,25.0375824,喘息服務,955992465,ce2007314@gmail.com,李惠美,20220222 14:30:58
豐悠活有限公司附設新北市私立豐悠活居家長照機構,新北市,65000,中和區,65000030,新北市中和區中正路920號3樓308室,121.4829636,25.00837708,居家服務,0932-397-787,fenggnef777@gmail.com,鐘志豐,20220223 10:19:00
豐悠活有限公司附設新北市私立豐悠活居家長照機構,新北市,65000,中和區,65000030,新北市中和區中正路920號3樓308室,121.4829636,25.00837708,喘息服務,0932-397-787,fenggnef777@gmail.com,鐘志豐,20220223 10:19:27
美樺股份有限公司附設新北市私立美樺居家長照機構,新北市,65000,三重區,65000020,新北市三重區福德里成功路153號2樓之1,121.4866104,25.05241966,個案管理服務,29742133,meihua10911@gmail.com,穆秀芬,20220224 10:00:03
美樺股份有限公司附設新北市私立美樺居家長照機構,新北市,65000,三重區,65000020,新北市三重區福德里成功路153號2樓之1,121.4866104,25.05241966,居家服務,29742133,meihua10911@gmail.com,穆秀芬,20220224 10:00:37
